id,observed_on,time_observed_at,out_of_range,user_id,created_at,quality_grade,url,description,id_please,num_identification_agreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
8516357,2017-10-22,2017-10-22 20:25:00 UTC,false,224428,2017-10-23 04:13:31 UTC,research,https://www.inaturalist.org/observations/8516357,There were many California treefrogs hiding in the crevices of granite walls surrounding a pond.,false,1,false,,"San Diego County, CA, USA",32.9708620591,-116.6886824369,2,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8526444,2017-10-16,2017-10-16 17:37:15 UTC,false,606841,2017-10-24 01:13:39 UTC,needs_id,https://www.inaturalist.org/observations/8526444,,false,2,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.258,-118.1550221667,0,,,false,,,Frogs and Toads,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8607146,2017-10-28,2017-10-29 00:39:53 UTC,true,206797,2017-10-29 23:19:28 UTC,research,https://www.inaturalist.org/observations/8607146,,false,1,false,3,"Whitewater, CA  92282, Whitewater, CA, US",33.9907718245,-116.6616963185,23,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8638832,2017-10-14,2017-10-14 16:23:00 UTC,false,611807,2017-11-01 01:56:32 UTC,research,https://www.inaturalist.org/observations/8638832,Se observo en Rancho Agua Caliente ,false,2,false,,"San Vicente, B.C., Mexico",31.3250324,-116.2477569,1436,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8639808,2017-10-14,2017-10-14 22:02:00 UTC,false,611807,2017-11-01 03:53:19 UTC,research,https://www.inaturalist.org/observations/8639808,,false,2,false,,"San Vicente, B.C., Mexico",31.3250324,-116.2477569,1436,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8639844,2017-10-14,2017-10-15 03:23:00 UTC,false,611807,2017-11-01 04:00:08 UTC,research,https://www.inaturalist.org/observations/8639844,,false,2,false,,"San Vicente, B.C., Mexico",31.3250324,-116.2477569,1436,,open,false,,,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8650665,2014-09-30,2014-09-30 18:19:01 UTC,true,622298,2017-11-02 02:19:43 UTC,research,https://www.inaturalist.org/observations/8650665,Rancho Picacho,false,2,false,2,"Unnamed Road, La Rumorosa, B.C., México",32.5108454654,-116.012896858,16511,,,false,gps,gps,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8651397,2017-04-12,2017-04-12 19:51:07 UTC,true,622298,2017-11-02 03:33:04 UTC,research,https://www.inaturalist.org/observations/8651397,El Salto,false,2,false,2,"Unnamed Road, Baja California, México",32.0153075463,-116.7187285423,16511,,,false,gps,gps,Rana de Coro de California,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8652510,2017-11-01,2017-11-01 19:18:25 UTC,false,144737,2017-11-02 06:40:15 UTC,research,https://www.inaturalist.org/observations/8652510,,false,1,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.263375,-118.1535555,8,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8662935,2017-11-02,2017-11-02 19:33:00 UTC,false,431103,2017-11-03 04:23:59 UTC,research,https://www.inaturalist.org/observations/8662935,Found among rocks in a riverbed. Riverbed was moist but had no flowing water. About 0.25 miles from the Eaton Canyon Falls. The weather was 65-67 degrees and it had just stopped drizzling. ,false,2,false,,"Pasadena, CA, USA",34.1938669729,-118.1030058862,18,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8662953,2017-11-02,2017-11-02 19:44:00 UTC,false,431103,2017-11-03 04:28:01 UTC,research,https://www.inaturalist.org/observations/8662953,Found among rocks in a riverbed. Riverbed was moist but had no flowing water. Located about 0.25 miles from Eaton Canyon Falls. Weather was 65-67 degrees and it had just been drizzling. ,false,2,false,,"Pasadena, CA, USA",34.1939313112,-118.1031239033,14,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8716942,2017-11-04,2017-11-04 23:10:18 UTC,false,540624,2017-11-07 03:07:13 UTC,research,https://www.inaturalist.org/observations/8716942,,false,1,false,2,"Unnamed Road, Borrego Springs, CA 92004, USA",33.280506134,-116.4332885742,,,,false,gps,gps,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8717897,2017-11-04,2017-11-05 03:25:26 UTC,false,37282,2017-11-07 04:53:25 UTC,research,https://www.inaturalist.org/observations/8717897,,false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2701821257,-116.4183965049,22,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8731085,2017-10-16,2017-10-16 17:37:39 UTC,false,606843,2017-11-08 17:01:23 UTC,research,https://www.inaturalist.org/observations/8731085,,false,1,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.258025,-118.1545945,128,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8787068,2017-09-30,2017-09-30 19:26:00 UTC,false,704502,2017-11-13 00:06:39 UTC,research,https://www.inaturalist.org/observations/8787068,"",false,1,false,," Rubio Canyon, Angeles National Forest, Los Angeles County, CA, USA",34.207438,-118.116594,12,,open,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8791098,2017-10-07,2017-10-07 19:56:00 UTC,false,704502,2017-11-13 05:58:08 UTC,research,https://www.inaturalist.org/observations/8791098,"",false,3,false,,"Millard Falls, Angeles National Forest, Los Angeles County, CA, USA",34.2188779014,-118.1418650288,30,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8791100,2017-10-14,2017-10-15 02:51:00 UTC,false,704502,2017-11-13 05:58:09 UTC,research,https://www.inaturalist.org/observations/8791100,"",false,1,false,,"Eaton Canyon, Angeles National Forest, Los Angeles County, CA, USA",34.1937672898,-118.1044835663,68,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8796725,2017-08-28,2017-08-28 19:55:00 UTC,false,21786,2017-11-13 21:00:13 UTC,research,https://www.inaturalist.org/observations/8796725,"Observation and photo by chaparralchick, sent via Instagram #natureinla",false,2,false,,"Altadena, CA, USA",34.194,-118.105,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8812529,2017-11-14,2017-11-15 00:05:34 UTC,true,704768,2017-11-15 02:39:31 UTC,needs_id,https://www.inaturalist.org/observations/8812529,,false,0,false,2,"Riverside County, US-CA, US",33.9863974554,-116.654857266,10,,,false,,,Frogs and Toads,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8814452,2017-11-14,2017-11-14 21:55:00 UTC,false,431103,2017-11-15 06:53:22 UTC,research,https://www.inaturalist.org/observations/8814452,Found among rocks of Winter Creek in Chantry Flat,false,2,false,,"Los Angeles County, CA, USA",34.2004569607,-118.0200451612,7,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8814503,2017-11-14,2017-11-14 23:14:00 UTC,false,431103,2017-11-15 07:14:43 UTC,research,https://www.inaturalist.org/observations/8814503,Found this live tadpole and another dead one in the pool of Sturtevant Falls,false,1,false,,"Los Angeles County, CA, USA",34.2116147287,-118.0197769403,2,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8814564,2017-11-14,2017-11-14 23:26:00 UTC,false,431103,2017-11-15 07:26:44 UTC,research,https://www.inaturalist.org/observations/8814564,Found this adult among the rocks that surround the pool made by Sturtevant Falls. ,false,2,false,,"Los Angeles County, CA, USA",34.2116177416,-118.019772917,2,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8878042,2017-11-14,2017-11-15 02:01:00 UTC,false,190764,2017-11-20 22:15:54 UTC,research,https://www.inaturalist.org/observations/8878042,,false,2,false,,"Santa Barbara County, US-CA, US",34.4100400241,-119.7999467882,213,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8901250,2017-11-22,2017-11-22 21:45:21 UTC,false,50494,2017-11-22 23:27:59 UTC,research,https://www.inaturalist.org/observations/8901250,"There were about 6 of these guys, all tiny, in a puddle at the oasis",false,2,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.28043,-116.43297,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8904904,2017-11-22,2017-11-23 02:24:19 UTC,false,80445,2017-11-23 05:25:00 UTC,research,https://www.inaturalist.org/observations/8904904,,false,1,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.2009,-118.1670883333,0,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8912061,2017-11-23,2017-11-23 22:12:56 UTC,false,180835,2017-11-23 22:34:36 UTC,research,https://www.inaturalist.org/observations/8912061,,false,2,false,3,"San Bernardino National Forest, Mentone, CA, US",34.0989888333,-116.9974883333,5,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8923714,2017-11-24,2017-11-24 19:01:25 UTC,false,80445,2017-11-25 00:57:07 UTC,research,https://www.inaturalist.org/observations/8923714,Saw dozens and dozens of these today,false,1,false,3,"California, US",34.2397689722,-117.995135386,0,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8924136,2017-11-24,2017-11-24 17:21:30 UTC,false,80445,2017-11-25 01:35:51 UTC,research,https://www.inaturalist.org/observations/8924136,"Does anybody know what this dark spot on the frog is?  I’ve seen at least a thousand P. cadaverina in the Angeles National Forest over the last several years, but have never seen such a mark before.  4 photos",false,3,false,3,"California, US",34.3908233746,-117.9177264844,114,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8931785,2017-11-25,2017-11-25 18:10:41 UTC,false,80445,2017-11-25 20:41:23 UTC,research,https://www.inaturalist.org/observations/8931785,,false,1,false,3,"Los Angeles County, US-CA, US",34.2668545102,-118.0503421087,10,obscured,,true,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8993675,2017-09-12,2017-09-12 21:08:43 UTC,false,611389,2017-11-30 03:52:29 UTC,needs_id,https://www.inaturalist.org/observations/8993675,,false,0,false,2,"456 W Terrace St, Altadena, CA 91001, USA",34.196308136,-118.1564712524,,,,false,gps,gps,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994351,2017-11-26,2017-11-27 04:06:27 UTC,false,2616,2017-11-30 05:07:19 UTC,research,https://www.inaturalist.org/observations/8994351,"Santa Barbara County, California",false,2,false,,"Santa Barbara County, US-CA, US",34.4507482186,-119.6593040798,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994354,2017-11-26,2017-11-27 03:56:33 UTC,false,2616,2017-11-30 05:07:28 UTC,research,https://www.inaturalist.org/observations/8994354,"Santa Barbara County, California",false,1,false,,"Santa Barbara County, US-CA, US",34.4217729015,-119.7916163501,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994357,2017-11-26,2017-11-27 03:34:28 UTC,false,2616,2017-11-30 05:07:50 UTC,research,https://www.inaturalist.org/observations/8994357,"Santa Barbara County, California",false,1,false,,"Santa Barbara County, US-CA, US",34.5412310531,-119.7738922897,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994366,2017-11-26,2017-11-27 03:20:12 UTC,false,2616,2017-11-30 05:08:22 UTC,research,https://www.inaturalist.org/observations/8994366,"Santa Barbara County, California",false,1,false,,"Santa Barbara County, US-CA, US",34.421795251,-119.7509078544,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994381,2017-11-26,2017-11-27 02:48:57 UTC,false,2616,2017-11-30 05:09:06 UTC,research,https://www.inaturalist.org/observations/8994381,"Santa Barbara County, California",false,1,false,,"Santa Barbara County, US-CA, US",34.4060455001,-119.6578003157,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
8994384,2017-11-26,2017-11-27 02:16:02 UTC,false,2616,2017-11-30 05:09:16 UTC,research,https://www.inaturalist.org/observations/8994384,"Santa Barbara County, California",false,1,false,,"Santa Barbara County, US-CA, US",34.5235390238,-119.7143185402,,obscured,,true,,"",California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9028398,2017-10-17,2017-10-18 07:18:00 UTC,false,617694,2017-12-03 08:20:19 UTC,needs_id,https://www.inaturalist.org/observations/9028398,,false,0,false,,"North Arroyo, Pasadena, CA, 美国",34.2108616813,-118.168451786,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9034075,2017-12-03,2017-12-03 19:54:23 UTC,false,609584,2017-12-03 21:18:47 UTC,needs_id,https://www.inaturalist.org/observations/9034075,,false,0,false,3,"2476–2510 Arroyo Blvd, Pasadena, CA, US",34.2064133333,-118.1665111667,5,,,false,,,,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9034100,2017-12-03,2017-12-03 19:54:06 UTC,false,609584,2017-12-03 21:20:21 UTC,needs_id,https://www.inaturalist.org/observations/9034100,,false,0,false,3,"2512–2628 Arroyo Blvd, Pasadena, CA, US",34.2064033333,-118.1665805,5,,,false,,,,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9041277,2017-09-13,2017-09-13 20:46:57 UTC,false,617809,2017-12-04 07:20:13 UTC,needs_id,https://www.inaturalist.org/observations/9041277,,false,0,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.2027633333,-118.1652138333,1879,,,false,,,,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9041278,2017-09-13,2017-09-13 20:46:57 UTC,false,617809,2017-12-04 07:20:51 UTC,needs_id,https://www.inaturalist.org/observations/9041278,,false,0,false,3,"Hahamongna Watershed Park, Pasadena, CA, US",34.2027633333,-118.1652138333,1879,,,false,,,,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9047443,2017-05-13,2017-05-14 03:21:56 UTC,false,726035,2017-12-04 22:50:50 UTC,research,https://www.inaturalist.org/observations/9047443,Capture & release ,false,1,false,3,"Angeles National Forest, Valyermo, CA, US",34.26252,-117.746445,10,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9048014,2017-11-25,2017-11-25 23:27:00 UTC,false,206963,2017-12-04 23:54:24 UTC,research,https://www.inaturalist.org/observations/9048014,"",false,1,false,,"38520 S Palm Canyon Dr, Palm Springs, CA 92264, USA",33.7497062,-116.539737,240,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9081569,2017-10-14,2017-10-14 16:30:00 UTC,false,610326,2017-12-07 22:34:25 UTC,research,https://www.inaturalist.org/observations/9081569,,false,2,false,,"San Vicente, B.C., México",31.3250324,-116.2477569,1436,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9121132,2017-10-10,2017-10-10 21:44:29 UTC,false,607276,2017-12-11 05:57:03 UTC,research,https://www.inaturalist.org/observations/9121132,,false,1,false,3,"CA-134 W, Pasadena, CA, US",34.1463517526,-118.1646672207,357,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9177058,2017-12-16,2017-12-16 18:15:00 UTC,false,12809,2017-12-17 08:08:44 UTC,research,https://www.inaturalist.org/observations/9177058,,false,1,false,,"Los Angeles County, CA, USA",34.2150493824,-118.0199432373,196,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9193959,2014-02-16,2014-02-17 02:20:00 UTC,true,248231,2017-12-18 19:31:45 UTC,research,https://www.inaturalist.org/observations/9193959,,false,1,false,,"Riverside County, CA, USA",33.9586120257,-116.647976581,83,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9193960,2014-02-16,2014-02-17 02:20:00 UTC,true,248231,2017-12-18 19:31:45 UTC,needs_id,https://www.inaturalist.org/observations/9193960,,false,0,false,,"Riverside County, CA, USA",33.9586120257,-116.647976581,83,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9193961,2015-04-12,2015-04-13 05:54:00 UTC,true,248231,2017-12-18 19:31:45 UTC,research,https://www.inaturalist.org/observations/9193961,,false,1,false,,"Riverside County, CA, USA",33.9611392873,-116.6495590847,8,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9193962,2016-02-28,2016-02-29 03:35:00 UTC,true,248231,2017-12-18 19:31:46 UTC,research,https://www.inaturalist.org/observations/9193962,,false,1,false,,"Riverside County, CA, USA",33.9586120257,-116.647976581,83,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9193964,2017-04-03,2017-04-04 03:28:00 UTC,true,248231,2017-12-18 19:31:46 UTC,research,https://www.inaturalist.org/observations/9193964,,false,2,false,,"Riverside County, CA, USA",33.9824652549,-116.6531800665,85,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194015,2013-04-28,2013-04-29 01:47:00 UTC,false,248231,2017-12-18 19:38:33 UTC,research,https://www.inaturalist.org/observations/9194015,,false,1,false,,"Los Angeles County, CA, USA",34.3101861616,-118.0940125139,480,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194016,2013-04-28,2013-04-29 01:47:00 UTC,false,248231,2017-12-18 19:38:33 UTC,research,https://www.inaturalist.org/observations/9194016,,false,1,false,,"Los Angeles County, CA, USA",34.3101861616,-118.0940125139,480,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194017,2013-04-28,2013-04-29 01:49:00 UTC,false,248231,2017-12-18 19:38:34 UTC,research,https://www.inaturalist.org/observations/9194017,,false,1,false,,"Los Angeles County, CA, USA",34.3101861616,-118.0940125139,480,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194018,2013-04-28,2013-04-29 01:57:00 UTC,false,248231,2017-12-18 19:38:34 UTC,research,https://www.inaturalist.org/observations/9194018,,false,1,false,,"Los Angeles County, CA, USA",34.3101861616,-118.0940125139,480,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194019,2013-04-28,2013-04-29 01:50:00 UTC,false,248231,2017-12-18 19:38:35 UTC,research,https://www.inaturalist.org/observations/9194019,,false,1,false,,"Los Angeles County, CA, USA",34.3101861616,-118.0940125139,480,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194067,2013-04-29,2013-04-29 22:04:00 UTC,false,248231,2017-12-18 19:41:19 UTC,research,https://www.inaturalist.org/observations/9194067,,false,1,false,,"23070 Angeles Forest Hwy, Palmdale, CA 93550, USA",34.3145831387,-118.1373051064,137,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194068,2013-04-29,2013-04-29 22:07:00 UTC,false,248231,2017-12-18 19:41:19 UTC,research,https://www.inaturalist.org/observations/9194068,,false,1,false,,"23070 Angeles Forest Hwy, Palmdale, CA 93550, USA",34.3145831387,-118.1373051064,137,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194069,2013-04-29,2013-04-29 22:31:00 UTC,false,248231,2017-12-18 19:41:19 UTC,research,https://www.inaturalist.org/observations/9194069,,false,1,false,,"23070 Angeles Forest Hwy, Palmdale, CA 93550, USA",34.3145831387,-118.1373051064,137,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194070,2013-04-29,2013-04-29 22:32:00 UTC,false,248231,2017-12-18 19:41:20 UTC,research,https://www.inaturalist.org/observations/9194070,,false,1,false,,"23070 Angeles Forest Hwy, Palmdale, CA 93550, USA",34.3145831387,-118.1373051064,137,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194071,2013-04-29,2013-04-29 23:25:00 UTC,false,248231,2017-12-18 19:41:20 UTC,needs_id,https://www.inaturalist.org/observations/9194071,,false,0,false,,"23070 Angeles Forest Hwy, Palmdale, CA 93550, USA",34.3145831387,-118.1373051064,137,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194088,2014-05-12,2014-05-13 04:00:00 UTC,false,248231,2017-12-18 19:43:51 UTC,research,https://www.inaturalist.org/observations/9194088,,false,1,false,,"Los Angeles County, CA, USA",34.2366834157,-117.8150808251,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194124,2015-01-11,2015-01-11 09:47:00 UTC,false,248231,2017-12-18 19:48:37 UTC,research,https://www.inaturalist.org/observations/9194124,,false,1,false,,"Los Angeles County, CA, USA",34.3091561942,-117.8415630014,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194125,2014-12-17,2014-12-17 09:16:00 UTC,false,248231,2017-12-18 19:48:37 UTC,research,https://www.inaturalist.org/observations/9194125,,false,1,false,,"Los Angeles County, CA, USA",34.3027220581,-117.8434298189,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194126,2015-01-11,,false,248231,2017-12-18 19:48:37 UTC,research,https://www.inaturalist.org/observations/9194126,,false,1,false,,"Los Angeles County, CA, USA",34.3093688845,-117.8430864961,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194127,2015-01-11,,false,248231,2017-12-18 19:48:38 UTC,research,https://www.inaturalist.org/observations/9194127,,false,1,false,,"Los Angeles County, CA, USA",34.3029347647,-117.8451893493,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194219,2016-11-21,,false,248231,2017-12-18 20:00:19 UTC,needs_id,https://www.inaturalist.org/observations/9194219,,false,0,false,,"Los Angeles County, CA, USA",34.2411346491,-117.8658101709,232,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194220,2016-11-21,,false,248231,2017-12-18 20:00:19 UTC,needs_id,https://www.inaturalist.org/observations/9194220,,false,0,false,,"Los Angeles County, CA, USA",34.2393292386,-117.8639862688,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194221,2016-11-21,2016-11-21 08:11:00 UTC,false,248231,2017-12-18 20:00:19 UTC,needs_id,https://www.inaturalist.org/observations/9194221,,false,0,false,,"Los Angeles County, CA, USA",34.2395421056,-117.856776491,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194222,2016-11-21,2016-11-21 08:17:00 UTC,false,248231,2017-12-18 20:00:21 UTC,research,https://www.inaturalist.org/observations/9194222,,false,1,false,,"Los Angeles County, CA, USA",34.2390761502,-117.8351591901,15,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194223,2016-11-21,2016-11-21 08:25:00 UTC,false,248231,2017-12-18 20:00:21 UTC,research,https://www.inaturalist.org/observations/9194223,,false,1,false,,"Los Angeles County, CA, USA",34.2374725425,-117.8461549433,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194224,2016-11-21,2016-11-21 08:29:00 UTC,false,248231,2017-12-18 20:00:21 UTC,needs_id,https://www.inaturalist.org/observations/9194224,,false,0,false,,"Los Angeles County, CA, USA",34.2424926238,-117.8698871286,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194225,2016-11-21,2016-11-21 08:22:00 UTC,false,248231,2017-12-18 20:00:22 UTC,research,https://www.inaturalist.org/observations/9194225,,false,1,false,,"Los Angeles County, CA, USA",34.2284758796,-117.8465600321,61,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194226,2016-11-21,2016-11-21 08:44:00 UTC,false,248231,2017-12-18 20:00:22 UTC,research,https://www.inaturalist.org/observations/9194226,,false,1,false,,"Los Angeles County, CA, USA",34.2349003001,-117.8038189562,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194227,2016-11-21,2016-11-21 08:55:00 UTC,false,248231,2017-12-18 20:00:23 UTC,needs_id,https://www.inaturalist.org/observations/9194227,,false,0,false,,"Los Angeles County, CA, USA",34.240178733,-117.8644368799,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194228,2016-11-21,2016-11-21 09:17:00 UTC,false,248231,2017-12-18 20:00:23 UTC,research,https://www.inaturalist.org/observations/9194228,,false,1,false,,"Los Angeles County, CA, USA",34.2377205239,-117.8514094657,61,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194229,2016-11-21,,false,248231,2017-12-18 20:00:24 UTC,research,https://www.inaturalist.org/observations/9194229,,false,1,false,,"Los Angeles County, CA, USA",34.2364852319,-117.8408025578,15,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194230,2016-11-21,2016-11-21 09:34:00 UTC,false,248231,2017-12-18 20:00:24 UTC,research,https://www.inaturalist.org/observations/9194230,,false,1,false,,"Los Angeles County, CA, USA",34.2401609941,-117.854158655,31,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194231,2016-11-21,,false,248231,2017-12-18 20:00:25 UTC,needs_id,https://www.inaturalist.org/observations/9194231,,false,0,false,,"Los Angeles County, CA, USA",34.241250936,-117.868749872,31,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194232,2016-11-21,2016-11-21 09:58:00 UTC,false,248231,2017-12-18 20:00:25 UTC,research,https://www.inaturalist.org/observations/9194232,,false,1,false,,"Los Angeles County, CA, USA",34.2226783955,-117.8514032998,8,,,false,,,California Tree Frog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194247,2017-11-22,2017-11-22 18:43:00 UTC,false,86100,2017-12-18 20:01:19 UTC,research,https://www.inaturalist.org/observations/9194247,,false,1,false,,"San Diego, Cleveland National Forest, California, United States",33.124785,-116.82858,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194248,2017-11-22,2017-11-22 18:46:00 UTC,false,86100,2017-12-18 20:01:20 UTC,research,https://www.inaturalist.org/observations/9194248,,false,1,false,,"San Diego County, CA, USA",33.1247633333,-116.82855,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194256,2017-11-22,2017-11-22 19:19:00 UTC,false,86100,2017-12-18 20:01:22 UTC,research,https://www.inaturalist.org/observations/9194256,,false,1,false,,"San Diego County, CA, USA",33.1247383333,-116.8257166667,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194257,2017-11-22,2017-11-22 19:20:00 UTC,false,86100,2017-12-18 20:01:23 UTC,research,https://www.inaturalist.org/observations/9194257,,false,1,false,,"San Diego County, CA, USA",33.1247733333,-116.8254883333,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
9194258,2017-11-22,2017-11-22 19:20:00 UTC,false,86100,2017-12-18 20:01:23 UTC,research,https://www.inaturalist.org/observations/9194258,,false,1,false,,"San Diego County, CA, USA",33.124785,-116.82548,,,,false,,,California Treefrog,Pseudacris cadaverina,California Tree Frog,Amphibia,24254
